,tweets,label
3879, new cases of COVID; -Lagos -Kano -FCT -Rivers -Plateau -Oyo -Katsina -Jigawa -Kaduna -Abia -Bauchi -Borno -Gombe -Akwa Ibom -Delta -Ondo -Kebbi -Sokoto cases of COVID in Nigeria Discharged: Deaths: ,1
3880,This Thursday marks six months since WHO declared COVID a public health emergency of international concern-name_id ,1
3881,Many doctors and dentists across the UK are getting an above-inflation .% pay rise this year to recognize work on the COVID- front line. ,1
3882,RT name_id: CoronaVirusUpdate IndiaFightsCorona India’s COVID Recovery Rate scales a peak too races past % …,1
3883,ICYMI: name_id interviews a FDA adviser who doesn't believe effective COVID vaccine trials will be completed by end of . Subscribe to our daily newsletter for more COVID related news &amp; updates here: Full story: ,1
3884, new cases of COVIDNigeria; Lagos- Edo- Kaduna- FCT- Niger- Ogun- Ondo- Imo- Plateau- Abia- Oyo- Bayelsa- Katsina- Kano- Bauchi- Osun- Kebbi- Borno- Jigawa- confirmed discharged deaths ,1
3885,"A photograph of former United States President Barack Obama with a caption saying it was taken in a ""Chinese laboratory in Wuhan. Barack Obama Anthony Fauci and Melinda Gates visit the virus factory probably to check on the progress of Coronavirus research.""",0
3886,New York’s coronavirus hospitalizations fall to lowest number in four months ,0
3887,RT name_id: COVID UPDATE More than lakh () patients have recovered so far Recovered cases have exceeded Active C…,1
3888,A study from the CDC and the WHO proves face masks do not prevent the spread of a virus.,0
3889,Our daily update is published. We’ve tracked a total of completed tests up from yesterday. That's ~k the largest number yet. Note: we can only track tests that a state reports and not all states report all tests. For details: ,1
3890,The coronavirus was invented and patented in the USA and then planted in China.,0
3891,POSITIVITY RATE SHOWS HERD IMMUNTIY HAS BEEN REACHED.,0
3892,As India records over positive cases the total confirmed case count crosses six lakh in the country. More than half of them have recovered. Delhi CM Arvind Kejriwal launches plasma bank in the capital through videoconferencing today. COVIDー CoronavirusFacts ,0
3893,Game Cigars have been discontinued due to a COVID- outbreak at a factory that produces them.,0
3894,Taking a bath with extremely hot water will prevent coronavirus! This 'False' claim is a perfect example of how fatal fake news can be. Use MainBhiNewschecker and tell us some of the most fatal 'False' claims that you came across and debunked. ,0
3895,Why does contact tracing matter? When people contract COVID they don't show symptoms right away. Because exposed individuals begin infecting others it is critical that we trace who they may have been in contact with so those people can be tested and quarantined if necessary.,1
3896,It's worth zooming in on one state story Michigan. A few weeks ago it looked like it might turn into another New York. Deaths were rising rapidly peaking at over per day. Now deaths are slowly declining. Testing is way up but newly discovered cases are falling. ,1
3897,The biggest change in the data is in the number of COVID- patients who are currently hospitalized. With the addition of Florida's k hospitalizations we’re now over . We have not seen those numbers since the first week of May—and they do not seem likely to decline soon. ,1
3898,The total number of tests completed to date is an increase of .⁣⁣⁣⁣ ⁣⁣⁣⁣ New Zealanders have done a great job acting together against COVID- and we’ve worked hard to ensure physical distancing.⁣⁣⁣⁣,1
3899,COVID- Update There are new cases of COVID- to report. Both are cases in the community and both have epidemiological links to the Auckland cluster.,1
3900,New name_id finds people stayed home more during the early months of the COVID pandemic when stay-at-home orders were in place. People began to leave home as stay-at-home orders ended even if orders in their state or territory remained. Learn more: ,1
3901,If you are sick with COVID a public health worker may contact you to check on your health discuss who you’ve been in contact with and ask you to stay at home and self-isolate if you’re not doing so already. Answer the call to SlowTheSpread. ,1
3902,A video shows a man spitting inside food packets during the coronavirus crisis.,0
3903,Our daily update is published. States reported k completed tests today. The nation hadn't ever hit k tests in a day before June and has now surpassed that number of the past days. For details see: ,1
3904,Some of the testing fall off is attributable to IT trouble in MA today and storm-related closures in FL. Still the problem is broader. Weekly testing declined for the first time ever in our dataset. ,1
3905,While the percentage of lab specimens testing positive for COVID decreased nationally from last week the latest COVIDView report notes slight increases in the Southeast and Pacific Northwest. Learn more: ,1
3906,States reported new deaths. The -day average is now ~. We've only had one day in June where states reported more than deaths. Today's deaths—because of the duration of the disease and data reporting lags—probably reflect infections that occurred in mid-May. ,1
3907,As on Sep the FatalityRate for COVID cases across India is .%. COVID__ COVID COVID_ COVIDー COVIDIndia Corona coronavirus CoronavirusIndia CoronavirusPandemic CoronaVirusUpdates CovidUpdates CoronaUpdate CoronaUpdatesIndia ,1
3908,The Federal Government fired thousand public servants who received illegally the emergency COVID- allowance.,0
3909,"UFC Pres Dana White said ""No one person and no one place could have anticipated the challenges that COVID would bring."" President Trump said the coronavirus ""snuck up on us” adding that it is “a very unforeseen thing.” Experts disagreed. RNC ",0
3910,More than one COVID vaccine will likely be needed. ,1
3911,Wash hands often to help SlowTheSpread of COVID. Keep key times in mind for when to wash your hands &amp; remember to practice other protective measures like social distancing and wearing a face cover: ,1
3912,In April WHO convened world leaders and launched the Access to COVID Tools- ACT-Accelerator. In just three months the accelerator has already shown results-name_id ,1
3913,The Access to COVID Tools (ACT) Accelerator is a ground-breaking global collaboration to accelerate the development production and equitable access to COVID- diagnostics therapeutics and vaccines. ,1
3914,A message claiming that posting anything related to coronavirus on social media has been declared a punishable offence has been doing rounds on various messaging apps.,0
3915,“Since the onset of the response our strategy has been to test trace &amp; isolate Testing is the only way to estimate our burden of COVID. We’ve scaled capacity to labs nationwide however our current challenge is under utilisation“ ~name_id DG NCDC at PTF briefing ,1
3916,• The cases were passengers on the Greg Mortimer cruise ship. We received confirmation that Uruguay had not previously reported these cases to the WHO. ⁣All cases have recovered. ⁣ • This means New Zealand’s combined total of confirmed and probable cases is now .,1
3917,CDC announces that students may be kept from parents overnight as Ohio sets up COVID- FEMA camps.,0
3918,A Johnson &amp; Johnson COVID vaccine trial prevented severe illness in a small group of hamsters. However the promising results in hamsters does not necessarily mean the vaccine will provide the same level of protection in humans. Read more by name_id ,1
